ChEMBL ID,SMILES,MW,IC50,Standard Units,Target ChEMBL ID,Target Name,IC50_nM
CHEMBL3355013,Cn1cnc2c(N3CCC[C@H]3c3nc4cccc(Cl)c4c(=O)n3-c3ccccc3)nc(N)nc21,472.94,3700.0,nM,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",3700.0
CHEMBL259967,c1ccc(-c2cc3cnccc3nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1,523.64,7.4,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7.4
CHEMBL4868168,Cl.Cn1nccc1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(F)c1,468.88,26.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,26.3
CHEMBL4873154,Cl.Cn1ncc(Cl)c1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(F)c1,503.33,97.1,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,97.1
CHEMBL4556790,Cl.Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(F)c1,450.89,4.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4.0
CHEMBL4854839,Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1ccc(-c2ccn[nH]2)cc1F,436.87,83.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,83.0
CHEMBL3701738,CCOc1cccc2c1-c1nc(-c3ccc(C4(N)CC(O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2,493.61,28.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,28.0
CHEMBL2036867,CCOc1ccc(Nc2nccc(-c3nc4ccccc4n3C)n2)cc1,345.41,100000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100000.0
CHEMBL1760762,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4ccccc34)C2)C1)S(=O)(=O)c1c(C)cccc1C,581.78,2400.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2400.0
CHEMBL1760776,Cc1noc(C)c1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,505.65,490.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,490.0
CHEMBL1761069,COCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)noc1C,523.61,2100.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2100.0
CHEMBL3701763,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(-c5cn[nH]c5)cc3-4)cc2)C1,489.58,0.42,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,0.42
CHEMBL471216,N=C(N)NCC(=O)Nc1ccc(-c2cc3cc(N(Cc4ccccc4)Cc4ccccc4)ccc3[nH]2)cc1,502.62,126000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,126000.0
CHEMBL1823651,O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1)c1ccc2cnc(F)cc2c1,432.33,390.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,390.0
CHEMBL1933576,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc(C(N)=O)cn4C)n3)c2)CC1,475.48,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,327.12,59400.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,59400.0
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,302.24,5390.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5390.0
CHEMBL3701744,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)CCC1,394.48,4.0,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,4.0
CHEMBL3701745,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)C1,438.53,4.6,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,4.6
CHEMBL3701763,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccc(-c5cn[nH]c5)cc3-4)cc2)C1,489.58,1.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.3
CHEMBL448991,CN1CC(N2CCN(c3ncc4cc(-c5ccccc5)c(-c5ccc(CN6CCC(c7nnc(-c8ccccn8)[nH]7)CC6)cc5)nc4n3)CC2)C1,677.86,12.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.0
CHEMBL453586,CC(=O)N1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,650.79,5.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.0
CHEMBL454210,C[C@@H]1CN[C@@H](C)CN1c1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)nc2n1,636.81,43.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,43.0
CHEMBL447348,CN(C)C(=O)N1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,679.83,13.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,13.0
CHEMBL454210,C[C@@H]1CN[C@@H](C)CN1c1ncc2cc(-c3ccccc3)c(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)nc2n1,636.81,194.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,194.0
CHEMBL485213,O=C(Nc1ccc(-c2ccncc2)cc1)C1COc2ccccc2O1,332.36,6436.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6436.0
CHEMBL2012702,Cc1c(NCCN(C)C)cc(Cl)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,493.84,53.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,53.0
CHEMBL501612,OCCN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,653.79,72.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,72.0
CHEMBL453288,CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,623.77,25.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25.0
CHEMBL1254114,CCCc1cc(-c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)cc2c(C)n[nH]c12,439.56,2.8,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.8
CHEMBL1087281,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4)s3)cc12,364.48,76.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,76.0
CHEMBL1088612,Cc1n[nH]c2ccc(-c3nnc(NC[C@H](N)Cc4ccccc4)s3)cc12,364.48,2200.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2200.0
CHEMBL1080892,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4C(F)(F)F)s3)cc12,432.48,491.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,491.0
CHEMBL2312652,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,481.38,30000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30000.0
CHEMBL361391,N#Cc1cnc(-c2ccc(CN3CCC(n4cnc5ccccc54)CC3)cc2)c(-c2ccccc2)c1,469.59,4397.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4397.0
CHEMBL446065,Cc1ccc(CN(Cc2ccc(C)cc2)c2ccc(NC(=O)c3ccc(NCCNC(=N)N)c(-c4ccccc4)c3)cc2)cc1,596.78,215000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,215000.0
CHEMBL445038,N#Cc1ccc(CN(Cc2ccc(C#N)cc2)c2ccc(NC(=O)c3ccc(NC(=O)CNC(=N)N)c(-c4ccc5ccccc5c4)c3)cc2)cc1,682.79,12000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12000.0
CHEMBL1823642,O=C(NC(c1cccc(Cl)c1Cl)C1CCNCC1)c1ccc2cnccc2c1,414.34,120.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,120.0
CHEMBL1760758,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4[nH]cc(C)c34)CC2)C1)S(=O)(=O)c1c(C)cccc1C,598.81,1200.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1200.0
CHEMBL1760761,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4[nH]nc(C)c34)C2)C1)S(=O)(=O)c1c(C)cccc1C,585.77,310.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,310.0
CHEMBL1760767,Cc1cccc(C)c1S(=O)(=O)N1CCC[C@@H]1[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,554.76,2400.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2400.0
CHEMBL1760773,Cc1cc(F)ccc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,518.66,2200.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2200.0
CHEMBL2012701,CCc1n[nH]c2ncnc(N3CCN(c4cc(Cl)cc(NCCN(C)C)c4C)CC3)c12,443.0,371.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,371.0
CHEMBL2016771,Cc1c(NCCN2CCCC2)cc(Cl)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,519.88,42.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,42.0
CHEMBL2016892,CCC(=O)c1cc(NCCN2CCCC2)c(C)c(N2CCN(c3ncnc4[nH]nc(Br)c34)CC2)c1,541.5,5.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.0
CHEMBL1081852,N[C@H](CNc1ncc(-c2ccc3[nH]c(=O)oc3c2)s1)Cc1ccc(C(F)(F)F)cc1,434.44,8.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8.0
CHEMBL1081853,N[C@H](CNc1ncc(-c2ccc3[nH]c(=O)sc3c2)s1)Cc1ccc(C(F)(F)F)cc1,450.51,920.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,920.0
CHEMBL258696,CCN(CC)CCNC(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)nc2c1,653.83,138.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,138.0
CHEMBL510540,N=C(N)NCCNc1ccc(C(=O)Nc2ccc(N(Cc3ccc(-c4ccccc4)cc3)Cc3ccc(-c4ccccc4)cc3)cc2)cc1-c1ccccc1,720.92,84000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,84000.0
CHEMBL451291,N#Cc1ccc(-c2cc(C(=O)Nc3ccc(N(Cc4ccccc4)Cc4ccccc4)cc3)ccc2NCCNC(=N)N)cc1,593.74,78000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,78000.0
CHEMBL471217,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)c(=O)n(Cc2ccccc2)c(=O)n3Cc2ccccc2)cc1,674.76,232000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,232000.0
CHEMBL3672516,NC1(c2ccc(-c3nc4c5cc(F)ccc5nn4c(NC4CC4)c3-c3ccccc3)cc2)CCC1,463.56,528.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,528.0
CHEMBL3672517,CNc1c(-c2ccccc2)c(-c2ccc(C3(N)CCC3)cc2)nc2c3cc(F)ccc3nn12,437.52,2630.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2630.0
CHEMBL3127379,Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccc(Cl)cc3)CC2)c1Br,439.75,7.7,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7.7
CHEMBL3127378,Nc1ncnc(N2CCN(C(=O)C(N)Cc3ccc(Cl)cc3)CC2)c1Cl,395.29,17.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,17.0
CHEMBL379576,CCC1C(=O)Nc2ccc(N[C@H](COc3cncc(-c4ccc5c(c4)C(CC)C(=O)N5)c3)Cc3c[nH]c4ccccc34)cc21,585.71,80.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,80.0
CHEMBL209281,Oc1nc2ccc(N[C@H](COc3cncc(-c4ccc5nc(O)oc5c4)c3)Cc3c[nH]c4ccccc34)cc2o1,533.54,7.4,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7.4
CHEMBL379342,N#CCn1c(O)nc2ccc(N[C@H](COc3cncc(-c4ccc5nc(O)n(CC#N)c5c4)c3)Cc3c[nH]c4ccccc34)cc21,609.65,405.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,405.0
CHEMBL377687,O=C1Nc2ccc(N[C@H](COc3cncc(-c4ccc5c(c4)C(=O)C(=O)N5)c3)Cc3c[nH]c4ccccc34)cc2C1=O,557.57,179.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,179.0
CHEMBL211434,O=C1Cc2ccc(N[C@H](COc3cncc(-c4ccc5c(n4)NC(=O)C5)c3)Cc3c[nH]c4ccccc34)nc2N1,531.58,99.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,99.0
CHEMBL212566,O=C1Cc2cc(N[C@H](COc3cncc(-c4ccc5c(c4)CC(=O)N5)c3)Cc3c[nH]c4ccccc34)ccc2N1,529.6,3.2,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.2
CHEMBL186290,Cc1cc2c3c(c1)c(C1=C(c4cnc5ccccn45)C(=O)NC1=O)cn3CCN(C(=O)N1CCCCC1)C2,508.58,20000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20000.0
CHEMBL2177848,NCc1ccc(-n2c(-c3cccnc3)nc3cccnc32)cc1,301.35,8800.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8800.0
CHEMBL494089,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21,425.49,2.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.0
CHEMBL469357,NCC(NC(=O)c1cc(-c2cccnc2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,439.54,63.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,63.0
CHEMBL520788,NC[C@H](Cc1ccccc1C(F)(F)F)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,523.38,3.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.0
CHEMBL2177826,Nc1ncccc1-c1nc2cc(C3CCCC3)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,488.6,12000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12000.0
CHEMBL255360,Nc1ncnc2nc(-c3ccc(CN4CCC(n5cnc6c(N)ncnc65)CC4)cc3)c(-c3ccccc3)cc12,528.62,129.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,129.0
CHEMBL469560,NCC(NCc1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,348.48,100.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100.0
CHEMBL512858,NCC(NC(=O)c1cc(C2CC2)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,402.52,6.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6.0
CHEMBL469802,NCCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,455.38,8.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8.0
CHEMBL596583,Cc1occc1-c1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,479.54,1.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.0
CHEMBL594523,Cc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OC[C@@H](N)Cc1c[nH]c2ccccc12,479.54,3.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.0
CHEMBL255559,Nc1nn(CCO)c2nc(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)c(-c3ccccc3)cc12,559.67,131.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,131.0
CHEMBL2325996,NC1(C(=O)NC(CCCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,510.09,5.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.0
CHEMBL371239,CN1CCN(C(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)CC1,326.43,20000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20000.0
CHEMBL192519,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(-c2ccc(C(=O)O)c(Cl)c2)o1,442.86,2600.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2600.0
CHEMBL209005,O=C1Nc2ccc(N[C@H](COc3cncc(-c4ccc5c(c4)C(Cc4ccccc4)C(=O)N5)c3)Cc3c[nH]c4ccccc34)cc2C1Cc1ccccc1,709.85,1020.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1020.0
CHEMBL211281,c1ccc2c(C[C@@H](COc3cncc(-c4cc5ccncc5s4)c3)Nc3cc4ccncc4s3)c[nH]c2c1,533.68,5.4,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.4
CHEMBL220006,O=C1C(Nc2ccccc2F)=C(Cl)C(=O)c2[nH]ncc21,291.67,15800.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,15800.0
CHEMBL374701,O=C1C(Nc2cccc(Br)c2)=C(Cl)C(=O)c2[nH]ncc21,352.57,13900.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,13900.0
CHEMBL223410,O=C1C(Nc2ccc(F)cc2)=C(Cl)C(=O)c2[nH]ncc21,291.67,50000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,50000.0
CHEMBL376871,Nc1ccc(N)c2[nH]ncc12,148.17,50000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,50000.0
CHEMBL253457,Nc1ncnc2nc(-c3ccc(CN4CCC(c5nc6ccc(F)cc6[nH]5)CC4)cc3)c(-c3ccccc3)cc12,529.62,18.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,18.0
CHEMBL1761089,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc4c(cc3O2)CNC4=O)C1)S(=O)(=O)c1c(C)cccc1C,571.74,35.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,35.0
CHEMBL1761090,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3c(ccc4[nH]ncc34)O2)C1)S(=O)(=O)c1c(C)cccc1C,556.73,44.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,44.0
CHEMBL1079175,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,407.48,6508.8,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6508.8
CHEMBL205349,N[C@H](COc1cncc(C#Cc2cccnc2)c1)Cc1c[nH]c2ccccc12,368.44,25200.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25200.0
CHEMBL571040,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,513.96,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
