ChEMBL ID,SMILES,MW,IC50,Standard Units,Target ChEMBL ID,Target Name,IC50_nM
CHEMBL4129379,C[C@@H]1CC(=O)Nc2ncnc(N3CCC(c4nc(CCC(F)(F)F)cn4CCN4CCCC4)CC3)c21,505.59,5.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.0
CHEMBL3672023,Cc1nc2nc(-c3ccc(CN4CCC(c5nc6cccnc6[nH]5)CC4)cc3)c(-c3ccccc3)cn2n1,500.61,315.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,315.0
CHEMBL3672026,Cc1cccc(-c2nc(C3CN(Cc4ccc(-c5nc6ncc(C)n6cc5-c5ccccc5)cc4)C3)n[nH]2)n1,512.62,7.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7.0
CHEMBL3703156,NC(=O)c1cccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,382.47,58.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,58.0
CHEMBL3672493,NC1(c2ccc(-c3nn4c(-c5cn[nH]c5)cnc4cc3-c3ccccc3)cc2)CCC1,406.49,9.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,9.0
CHEMBL3672500,Cc1nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn2c1-c1cccc(C(N)=O)c1,473.58,15038.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,15038.0
CHEMBL3672502,Cc1nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn2c1-c1cn[nH]c1,420.52,4780.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4780.0
CHEMBL3672512,COC(=O)/C=C/c1c(C)nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn12,438.53,5966.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5966.0
CHEMBL3672072,CNc1c(-c2ccccc2)c(-c2ccc(CN3CC(c4n[nH]c(-c5cccc(C)n5)n4)C3)cc2)nc2nc(C)cn12,541.66,11.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,11.0
CHEMBL3672094,OCc1cnn2cc(-c3c(F)cccc3F)c(-c3ccc(CN4CC(c5n[nH]c(-c6ccccn6)n5)C4)cc3)nc12,550.57,55.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,55.0
CHEMBL3672076,COc1nn2cc(-c3c(F)cccc3F)c(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)nc2c1CO,608.65,10.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10.0
CHEMBL3672077,Cc1cn2c(NC(C)C)c(-c3ccccc3)c(-c3ccc(CN4CC(c5n[nH]c(-c6ccccn6)n5)C4)cc3)nc2n1,555.69,30.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30.0
CHEMBL5281283,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1n1ccc2cnc3[nH]ccc3c21,321.38,1000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1000.0
CHEMBL1852688,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,560.49,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL3822972,COc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,336.38,50000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,50000.0
CHEMBL388312,N[C@H](COc1cncc(-c2cc3c(Cl)n[nH]c3cn2)c1)Cc1cccc(C(F)(F)F)c1,447.85,2.9,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.9
CHEMBL223464,O=C1C(Nc2cc(F)cc(F)c2)=C(Cl)C(=O)c2[nH]ncc21,309.66,50000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,50000.0
CHEMBL376569,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12,398.47,0.34,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,0.34
CHEMBL210954,CC(C)(Cc1ccco1)C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21,520.63,0.17,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,0.17
CHEMBL3701731,NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3ccccc3-4)cc2)CCC1,394.48,6.5,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,6.5
CHEMBL3113139,Clc1ccc(C(NCc2ccccc2)c2ccc(-c3ccncc3)cc2)cc1,384.91,1250.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1250.0
CHEMBL3672482,N#Cc1ccc(-c2cnc3cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nn23)cc1,441.54,129.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,129.0
CHEMBL3672513,C=Cc1c(C)nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn12,380.5,8937.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8937.0
CHEMBL3703141,Cn1cc(-c2ccn3c(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc3c2)cn1,419.53,558.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,558.0
CHEMBL389745,COc1cc(-c2ccc3c(c2)Nc2ccc(C(C)(C)C(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N,577.69,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL374805,N[C@H](COc1cncc(-c2ccc3[nH]ncc3c2)c1)Cc1c[nH]c2ccccc12,383.46,1.5,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.5
CHEMBL5187546,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2CC(C)C(=O)N3)CC1)c1ccc(Cl)cc1.Cl,507.47,58.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,58.0
CHEMBL1823639,O=C(NC(c1cccc(Cl)c1)C1CCNCC1)c1ccc2cnccc2c1,379.89,70.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,70.0
CHEMBL1823643,O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1)c1ccc2cnccc2c1,414.34,40.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,40.0
CHEMBL1823645,O=C1Cc2cc(C(=O)NC(c3ccc(Cl)c(Cl)c3)C3CCNCC3)ccc2N1,418.32,350.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,350.0
CHEMBL1823649,COc1cc2cnccc2cc1C(=O)NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1,444.36,39.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,39.0
CHEMBL1823663,CN1CC([C@@H](NC(=O)c2ccc3cnccc3c2)c2ccc(Cl)c(Cl)c2)C1,400.31,7.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7.0
CHEMBL1170263,Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(Cl)cc4)C3)c12,384.87,11.4,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,11.4
CHEMBL1171994,Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4)C3)c12,368.42,3.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.0
CHEMBL1171993,N#Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4)C3)c12,379.4,7.8,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7.8
CHEMBL5016886,NC1(c2ccc(-c3nc4c(O)ccnn4c3-c3ccccc3)cc2)CCC1,356.43,6000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6000.0
CHEMBL3672057,Cc1cccc(-c2nc(C3CCN(Cc4ccc(-c5nc6nc(C7CC7)nn6cc5-c5ccc(F)cc5)cc4)CC3)n[nH]2)n1,585.69,41.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,41.0
CHEMBL3672070,CNc1c(-c2ccccc2)c(-c2ccc(CN3CC(c4n[nH]c(-c5ccccn5)n4)C3)cc2)nc2ncc(Br)n12,592.51,42.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,42.0
CHEMBL5967812,C[C@@H](NC(=O)C1(CN)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,412.93,12.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.0
CHEMBL5800023,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ncc23)CC1,429.91,20.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20.0
CHEMBL5962920,NC1(C(=O)N[C@@H](CCn2ccnc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,478.99,3.4,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.4
CHEMBL6002820,Cc1c(Oc2ccc([C@@H](C)N)cc2F)ccc2c1B(O)OC2,301.13,10.87,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10.87
CHEMBL6002820,Cc1c(Oc2ccc([C@@H](C)N)cc2F)ccc2c1B(O)OC2,301.13,15.64,nM,CHEMBL299,Protein kinase C alpha type,15.64
CHEMBL5799297,Cc1c(Oc2cccc(CN)c2F)ccc2c1B(O)OC2,287.1,5.19,nM,CHEMBL2553,Ribosomal protein S6 kinase alpha-1,5.19
CHEMBL3741589,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,366.24,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL226797,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(OCC5CCN(C)CC5)c4)c3)cc12,485.63,78.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,78.0
CHEMBL226745,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(OCC5CCNCC5)c4)c3)cc12,471.61,6.8,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6.8
CHEMBL415220,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(OCCN5CCOCC5)c4)c3)cc12,487.6,751.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,751.0
CHEMBL227271,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3)cc12,442.44,3.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.3
CHEMBL227323,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(C(F)(F)F)cc4F)c3)cc12,444.43,12.1,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.1
CHEMBL226627,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)c(C(F)(F)F)c4)c3)cc12,444.43,1.8,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.8
CHEMBL226625,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(C(F)(F)F)c4)c3)cc12,426.44,1.2,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.2
CHEMBL227051,Cc1cc(C)c(C[C@H](N)COc2cncc(-c3ccc4[nH]nc(C)c4c3)c2)c(C)c1,400.53,39.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,39.0
CHEMBL229854,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4Br)c3)cc12,437.34,23.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,23.0
CHEMBL438483,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(F)c4F)c3)cc12,394.43,8.5,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8.5
CHEMBL3806131,Cn1ncc(Cl)c1-c1csc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)c1,418.93,320.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,320.0
CHEMBL1760762,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4ccccc34)C2)C1)S(=O)(=O)c1c(C)cccc1C,581.78,38.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,38.0
CHEMBL1760764,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc(N)c3C3CC3)C2)C1)S(=O)(=O)c1c(C)cccc1C,586.8,12.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.0
CHEMBL258844,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1,551.65,58.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,58.0
CHEMBL3701778,CC1(O)CC(O)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cc(C(=O)O)ccc3-4)cc2)C1,468.51,3.1,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.1
CHEMBL3703110,Cn1cncc1-c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,419.53,236.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,236.0
CHEMBL3703115,COC(=O)/C=C/c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,423.52,345.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,345.0
CHEMBL3703132,COC(=O)/C=C/c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,423.52,196.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,196.0
CHEMBL3703161,COC(=O)COc1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,427.5,158.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,158.0
CHEMBL3701739,CCOc1cccc2c1-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,467.57,30.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30.0
CHEMBL390371,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4Cl)c3)cc12,392.89,29.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,29.0
CHEMBL1170448,Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12,386.41,310.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,310.0
CHEMBL1170261,CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4)C3)c12,382.44,650.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,650.0
CHEMBL210089,N[C@H](COc1cc(-c2ccc3cnccc3c2)cnc1Cl)Cc1c[nH]c2ccccc12,428.92,12.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.0
CHEMBL5884975,CC(C)NCCNc1ccc(-c2cnc(F)c(F)c2)nc1C1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1,536.63,3.5,nM,CHEMBL2553,Ribosomal protein S6 kinase alpha-1,3.5
CHEMBL6009652,CC1C(=O)Nc2ncnc(N3CCC(c4nc(-c5ccoc5)ccc4NCCN4CCCC4)CC3)c21,487.61,0.5,nM,CHEMBL2553,Ribosomal protein S6 kinase alpha-1,0.5
CHEMBL5767678,CN(CCNc1ccc(-c2nnc(C(F)(F)F)o2)nc1C1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1)C(C)(C)C,587.65,1.0,nM,CHEMBL2553,Ribosomal protein S6 kinase alpha-1,1.0
CHEMBL3703148,NC(=O)Nc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,397.48,256.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,256.0
CHEMBL3703155,NC1(c2ccc(-c3nc4c(O)cccn4c3-c3ccccc3)cc2)CCC1,355.44,590.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,590.0
CHEMBL200499,O=C(NCc1ccccc1)c1cc2c(-c3ccccc3)[nH]nc2s1,333.42,15000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,15000.0
CHEMBL369532,Cc1nc2ccccc2n1C1CCN(Cc2ccc(-c3ncc(-c4nn[nH]n4)cc3-c3ccccc3)cc2)CC1,526.65,6915.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6915.0
CHEMBL1258900,Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](CN)Cc4ccc(Cl)cc4)CC3)c12,412.93,2.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.0
CHEMBL1257280,N[C@H](Cc1cc(F)cc(F)c1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,397.43,690.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,690.0
CHEMBL1257401,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3cc(F)ccc23)CC1,413.88,30.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30.0
CHEMBL1258665,CCc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(Cl)cc4)CC3)c12,412.93,2.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.0
CHEMBL1257165,CNC[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ccc23)CC1,412.93,18.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,18.0
CHEMBL363058,CC(C)OC(=O)N1CCn2cc(C3=C(c4cnc5ccccn45)C(=O)NC3=O)c3cccc(c32)C1,469.5,20000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20000.0
CHEMBL1823631,N[C@H](CNC(=O)c1ccc2cnccc2c1)Cc1ccc(C(F)(F)F)cc1,373.38,3380.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3380.0
CHEMBL1823655,O=C(N[C@@H](c1ccc(Cl)c(Cl)c1)C1CNC1)c1ccc2cnccc2c1,386.28,7.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7.0
CHEMBL1823660,CC(C)CN1CCC([C@@H](NC(=O)c2ccc3cnccc3c2)c2ccc(Cl)c(Cl)c2)CC1,470.44,2140.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2140.0
CHEMBL1823662,O=C(N[C@@H](c1ccc(Cl)c(Cl)c1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)c1ccc2cnccc2c1,572.46,2300.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2300.0
CHEMBL1823630,N[C@H](CNc1nnc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1,433.46,300.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,300.0
CHEMBL382070,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3cccs3)c12,306.37,17000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,17000.0
CHEMBL199759,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)COc3ccccc3)c12,330.37,100000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100000.0
CHEMBL199528,CCCCN(C)C(=O)c1cc2c(-c3ccccc3)[nH]nc2s1,313.43,20000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20000.0
CHEMBL2177833,Nc1ncccc1-c1nc2cc(-c3cccnc3)cnc2n1-c1ccc(CNC(=O)c2cccc(F)c2)cc1,515.55,46.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,46.0
CHEMBL2177831,Nc1ncccc1-c1nc2cc(-c3cccnc3)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,497.56,100.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100.0
CHEMBL175828,O=C(O)c1cc(-c2ccc(C=C3C(=O)c4ccccc4C3=O)o2)ccc1O,360.32,25100.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25100.0
CHEMBL208406,Nc1nccc(Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc2)n1,451.53,2710.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2710.0
CHEMBL206746,NC(=O)Cc1cccc(-c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)c1,400.48,1390.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1390.0
CHEMBL427388,N#Cc1ccc(-c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)cc1,368.44,1830.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1830.0
CHEMBL206208,N[C@H](COc1cncc(C#Cc2ccncc2)c1)Cc1c[nH]c2ccccc12,368.44,210.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,210.0
CHEMBL3701757,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)C1,439.52,8.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8.0
CHEMBL3701721,NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3cccc(F)c3-4)cc2)CC(O)(C2CC2)C1,468.53,0.91,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,0.91
CHEMBL3701756,CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)C1,425.49,4.0,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,4.0
CHEMBL2016887,Cc1c(NCCN2CCCC2)cc(C(=O)Nc2ccccc2)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,604.56,7811.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7811.0
CHEMBL2016892,CCC(=O)c1cc(NCCN2CCCC2)c(C)c(N2CCN(c3ncnc4[nH]nc(Br)c34)CC2)c1,541.5,976.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,976.0
CHEMBL453586,CC(=O)N1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,650.79,15.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,15.0
CHEMBL503980,C[C@@H]1CN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CCN1,622.78,36.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,36.0
CHEMBL500993,OC1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,623.77,17.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,17.0
CHEMBL1761084,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)noc1C,523.65,6400.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6400.0
CHEMBL3699766,Cc1cc(-c2cn[nH]c2)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,419.53,81.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,81.0
CHEMBL2152253,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,449.9,3600.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3600.0
CHEMBL3693949,Cc1cc(C)cc(C(=O)NC(=S)Nc2cc(-c3ccccc3)ccc2O)c1,376.48,13400.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,13400.0
CHEMBL389685,c1cnc2[nH]ccc2c1,118.14,400000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,400000.0
CHEMBL471034,NCC(NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,362.46,190.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,190.0
CHEMBL86795,c1ccc2[nH]ncc2c1,118.14,398107.17,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,398107.17
CHEMBL3965875,Cc1sc(C(=O)N[C@H](CN)Cc2cccc(F)c2)cc1-c1c(Cl)cnn1C,406.91,2.512,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.512
CHEMBL2219422,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,427.33,1.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.0
CHEMBL3701733,COc1ccc2c(c1)-c1nc(-c3ccc(C4(N)CC(O)(C5CC5)C4)cc3)c(-c3ccccc3)n1CO2,479.58,5.1,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,5.1
CHEMBL3701757,CCC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)C1,439.52,7.0,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,7.0
CHEMBL3596524,Cc1cc(C)cc(C(=O)NC(=S)Nc2cc([N+](=O)[O-])ccc2O)c1,345.38,35500.0,nM,CHEMBL3259466,Cytohesin-3,35500.0
CHEMBL2443139,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,466.54,10.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10.0
CHEMBL1258442,N[C@H](Cc1ccc(F)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,379.44,118.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,118.0
CHEMBL1258551,Cc1ccc(C[C@@H](N)C(=O)N2CCN(c3ncnc4ccccc34)CC2)cc1,375.48,74.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,74.0
CHEMBL1257751,CNc1ccc2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(Cl)cc4)CC3)c2c1,424.94,98.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,98.0
CHEMBL1258102,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2cnnc3ccccc23)CC1,395.89,21233.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,21233.0
CHEMBL1257512,NC[C@@H](C(=O)N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)c1ccc(Cl)c(Cl)c1,453.76,2.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.0
CHEMBL1257282,Cc1c[nH]c2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(F)cc4)CC3)c12,382.44,160.0,nM,CHEMBL1255161,Proline-rich AKT1 substrate 1,160.0
CHEMBL3701749,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cnccc3-4)cc2)CC(O)(C2CC2)C1,450.54,1.6,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.6
