SMILES,pred_IC50,pIC50,P-gp_substrate,P-gp_I_inhibitor,P-gp_II_inhibitor,CYP2D6_substrate,CYP3A4_substrate,CYP1A2_inhibitor,CYP2C19_inhibitor,CYP2C9_inhibitor,AMES_toxicity,hERG_II_inhibitor,Hepatotoxicity,Skin_Sensitisation,sa_score
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,174.92687133126023,6.757143471398997,0,0,0,0,0,0,0,0,0,0,0,0,4.600302750822138
Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,10.382464522905845,7.983699544208698,0,0,0,0,0,0,0,0,0,0,0,0,3.342457693149246
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,179.0084367145599,6.747126500124943,0,0,0,0,0,0,0,0,0,0,0,0,2.8380800425154664
COc1cc2c(O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,211.27438100526945,6.675153162022903,0,0,0,0,0,0,0,0,0,0,0,0,2.59819062158574
NC(=S)N/N=C/c1ncccc1N,319.618941830712,6.495367490657205,0,0,0,0,0,0,0,0,0,0,0,0,2.880743596162672
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,21.74908456446636,7.662559018110156,0,0,0,0,0,0,0,0,0,0,0,0,2.383607011032911
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,25.60283919970385,7.591711871391547,0,0,0,0,0,0,0,0,0,0,0,0,4.46161495229374
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,18.681204828004336,7.728595117759015,0,0,0,0,0,0,0,0,0,0,0,0,2.0596192291806776
CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,449.246223363037,6.347515565147174,0,0,0,0,0,0,0,0,0,0,0,0,3.1901395403813977
CN(C)CCC=C1c2ccccc2COc2ccccc21,61.606969795720616,7.210370151916889,0,0,0,0,0,0,0,0,0,0,0,0,2.2847187780614266
C=CC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,83.68551322768825,7.077349716078498,0,0,0,0,0,0,0,0,0,0,0,0,2.572113738105669
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,315.1582265228909,6.5014713520736125,0,0,0,0,0,0,0,0,0,0,0,0,5.2108239484332035
O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,144.83058546720395,6.839139713712316,0,0,0,0,0,0,0,0,0,0,0,0,4.454070047380249
CCCCC(Oc1cc(O)c(C(=O)O)cc1C#Cc1ccccc1OC(F)(F)F)C(=O)NC1CCCCC1,236.58022893384637,6.626021552285047,0,0,0,0,0,0,0,0,0,0,0,0,3.314191432581218
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,22.106600877038748,7.655478029643438,0,0,0,0,0,0,0,0,0,0,0,0,2.2792841077710015
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,4.597065300057408,8.33751932717134,0,0,0,0,0,0,0,0,0,0,0,0,4.017736429382998
CN1CCN(C2=C(Cl)C(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)CC1,283.96902280944255,6.546729033039863,0,0,0,0,0,0,0,0,0,0,0,0,2.3109815312155906
CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,1.5821963053539854,8.800739633959093,0,0,0,0,0,0,0,0,0,0,0,0,2.625471814628888
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,62.968976085869706,7.200873368534877,0,0,0,0,0,0,0,0,0,0,0,0,2.0934394325192898
NC(=O)NC1=C(C(N)=O)C=C(c2ccc(F)cc2)C1,29.359208158509265,7.532255661869981,0,0,0,0,0,0,0,0,0,0,0,0,2.8456519021044
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,4.7003198868708935,8.327872584537605,0,0,0,0,0,0,0,0,0,0,0,0,3.0417176124218823
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,320.23362331479007,6.494533070750728,0,0,0,0,0,0,0,0,0,0,0,0,2.8985067455321527
CN(C)/N=N/c1[nH]cnc1C(N)=O,88.96210271383137,7.05079496062913,0,0,0,0,0,0,0,0,0,0,0,0,3.5643953544044296
O=C(O)c1cc(O)c(O)c(O)c1,151.76923793645477,6.818816246545312,0,0,0,0,0,0,0,0,0,0,0,0,2.0952775415567224
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,0.6206799999735058,9.207132248558674,0,0,0,0,0,0,0,0,0,0,0,0,2.7503292988124137
Nc1ccn([C@@H]2S[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,398.1795321013398,6.399921068075326,0,0,0,0,0,0,0,0,0,0,0,0,4.091943778479727
CN1CCN(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)c2ccccc21,72.40111031575096,7.140254773577627,0,0,0,0,0,0,0,0,0,0,0,0,2.263068990503161
C#C/N=C(\NCCCCCCOc1ccc(Cl)cc1)Nc1ccncc1,16.18926797726922,7.790772788097767,0,0,0,0,0,0,0,0,0,0,0,0,2.583234955050706
Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,602.5524907339517,6.220005113992706,0,0,0,0,0,0,0,0,0,0,0,0,2.2908111182996063
O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,433.1026279652712,6.363409181065001,0,0,0,0,0,0,0,0,0,0,0,0,2.2472468409589013
COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O,51.77592336848623,7.2858721471855965,0,0,0,0,0,0,0,0,0,0,0,0,3.6785534455713282
O=C1C=CC(=O)c2ccccc21,292.2796841732315,6.534201370609347,0,0,0,0,0,0,0,0,0,0,0,0,1.9259569460232235
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,26.142058324429705,7.582660220743653,0,0,0,0,0,0,0,0,0,0,0,0,2.8163678126760683
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,322.9987274688028,6.490799188673125,0,0,0,0,0,0,0,0,0,0,0,0,4.953655653774268
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,355.1639100889768,6.449571171399969,0,0,0,0,0,0,0,0,0,0,0,0,4.589099386039259
NCCNS(=O)(=O)c1ccc(-c2ccnc3[nH]c(CC(N)=O)cc23)cc1,29.59067821009762,7.528845080816808,0,0,0,0,0,0,0,0,0,0,0,0,2.551624220759761
CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,35.818657560449495,7.445890695008882,0,0,0,0,0,0,0,0,0,0,0,0,5.721159996658727
CC(=O)OCC[C@@H]1C[C@@H](c2ccc(F)c(F)c2)[C@H](NC(=O)c2cc(-c3c(Cl)cnn3C)c(Cl)o2)CN1,9.524718568983076,8.021147847751385,0,0,0,0,0,0,0,0,0,0,0,0,4.113274482071251
C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1O[C@H](c1ccc(O)cc1O)CC2=O,302.48678110328405,6.519293599587841,0,0,0,0,0,0,0,0,0,0,0,0,3.9106834797000847
CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,6.78743935872063,8.168294037519583,0,0,0,0,0,0,0,0,0,0,0,0,2.8200342035498345
CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,1.497190822191484,8.824722843782977,0,0,0,0,0,0,0,0,0,0,0,0,3.612710391996022
CNC(=O)Nc1cc(-c2cccc(OC)c2)sc1C(N)=O,244.51779151938493,6.611689535405061,0,0,0,0,0,0,0,0,0,0,0,0,2.2152738591589607
Nc1sc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1C(=O)NC1CCCCC1,405.80168887806093,6.391686149838661,0,0,0,0,0,0,0,0,0,0,0,0,2.292572243115295
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,402.0730151380385,6.395695073303219,0,0,0,0,0,0,0,0,0,0,0,0,2.5869748046035816
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,52.60129038736659,7.279003601830311,0,0,0,0,0,0,0,0,0,0,0,0,2.9999472394041558
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,34.3869634301241,7.463606173226159,0,0,0,0,0,0,0,0,0,0,0,0,2.111503280857475
CC(=O)O[C@@H]1O[C@@H]([C@@H]2c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)[C@H](O)[C@@H](O)[C@H]1O,69.98694082501038,7.154982989367759,0,0,0,0,0,0,0,0,0,0,0,0,4.16779494581994
CCc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4)s3)cc12,185.0943523231178,6.73260683242119,0,0,0,0,0,0,0,0,0,0,0,0,3.031873044441899
Cn1ncc(Cl)c1-c1c(Cl)c(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)n(C)c1Cl,39.53241955858818,7.403046604104133,0,0,0,0,0,0,0,0,0,0,0,0,3.3117218822560774
NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,14.65315464197319,7.834068867042699,0,0,0,0,0,0,0,0,0,0,0,0,2.611180541546579
C=C/C(C)=C/C[C@]1(C)[C@H](C)CC[C@@]23C(=C[C@H](OC(=O)c4ccc(O)cc4)C[C@@H]12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O,149.9532465369039,6.824044127184884,0,0,0,0,0,0,0,0,0,0,0,0,5.445080365937291
COc1cc2ncn(-c3cc(OCc4ccccc4S(C)(=O)=O)c(C#N)s3)c2cc1OC,45.76057374818356,7.3395085389766574,0,0,0,0,0,0,0,0,0,0,0,0,2.838207896242091
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,5.741457129751894,8.240977873612227,0,0,0,0,0,0,0,0,0,0,0,0,3.0703694235675982
CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,85.20184059249036,7.069551023184852,0,0,0,0,0,0,0,0,0,0,0,0,2.723699147973834
COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,154.13350564902726,6.812102943781369,0,0,0,0,0,0,0,0,0,0,0,0,2.336088235816785
CN(C)CCn1cc(-c2ccn3c(-c4ccc(C(N)=O)c(OCc5cccc(F)c5)c4)cnc3c2)cn1,254.58230709390472,6.59417178213754,0,0,0,0,0,0,0,0,0,0,0,0,2.768518860439727
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,167.10670354743158,6.777006127872834,0,0,0,0,0,0,0,0,0,0,0,0,2.4165965050592586
COc1cccc2nc(-c3cccs3)nc(NN3C(=O)C=C(C)C3=O)c12,66.57992665127958,7.176656687625763,0,0,0,0,0,0,0,0,0,0,0,0,2.724497680731851
Cc1cc(NC(=O)C(=O)c2cc(Cc3ccc(C#N)cc3)n3ccccc23)sn1,100.74363396935756,6.996782387562337,0,0,0,0,0,0,0,0,0,0,0,0,2.892362604561077
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,192.0705645479638,6.7165391871107705,0,0,0,0,0,0,0,0,0,0,0,0,3.5529000234360035
CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5cnc6[nH]ccc6c5)c4c3)cc2)CC1,178.248372602213,6.748974426542605,0,0,0,0,0,0,0,0,0,0,0,0,2.596146357780553
O=C(N1CCN(c2ncnc3[nH]nc(Cl)c23)CC1)C1(c2ccc(Br)cc2)CCNCC1,29.33822290227121,7.532566196120258,0,0,0,0,0,0,0,0,0,0,0,0,2.9939390882177825
CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(C(=O)NC3CCN(C)CC3)no2)cc1,15.621272267860023,7.80628359808933,0,0,0,0,0,0,0,0,0,0,0,0,2.7311397462691716
CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,2.845731702457537,8.545806047904168,0,0,0,0,0,0,0,0,0,0,0,0,2.9474007858305136
Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,298.70837539698726,6.524752600168885,0,0,0,0,0,0,0,0,0,0,0,0,3.947977210960893
N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1,488.2474644256248,6.3113600034191535,0,0,0,0,0,0,0,0,0,0,0,0,3.131246129208564
Nc1nc2cc(-c3ccc4ncc(C(=O)N5CCOCC5)n4c3)ccc2o1,24.963215167646013,7.602699479901384,0,0,0,0,0,0,0,0,0,0,0,0,2.659419048498197
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,78.84390964825752,7.103231848413831,0,0,0,0,0,0,0,0,0,0,0,0,2.431581346453406
COc1cc(C(=O)OCC(C)(C)CC2=C(O)c3ccccc3C(=O)C2=O)c(OC)c2ccccc12,561.5709109389371,6.250595396508405,0,0,0,0,0,0,0,0,0,0,0,0,2.7467296060089943
COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,371.09483862150586,6.430515086000954,0,0,0,0,0,0,0,0,0,0,0,0,2.863989666655609
